date,operator_id,station_id,connector_id,connector_status,current_a,voltage_v,power_w,report_time,grid_id,temperature_c,rainfall_mm,district_nev_penetration_rate,district_ev_sales,district_bev_ratio,district_operating_ev_ratio,is_major_holiday,has_major_event,is_workday,grid_area_km2,district_name,grid_total_charging_facilities,grid_slow_charging_facilities,grid_fast_charging_facilities,grid_super_charging_facilities,grid_super_charging_stations,grid_public_fast_charging_stations,grid_public_slow_charging_stations
2023-08-29,589179428,20190000000000000003,900200000000000031,1,87.640,467.309,41838.182,2023-08-29 00:00:00.000,L2FT01-FTJ028,16.00,5.000,0.666012,16605,0.435592,0.055345,0,0,1,1.0200,坪山区,23,23,0,0,0,0,1
2023-08-29,589179428,20190000000000000003,900200000000000056,1,64.550,472.320,30503.000,2023-08-29 00:00:00.000,L2FT01-FTJ028,16.00,5.000,0.666012,16605,0.435592,0.055345,0,0,1,1.0200,坪山区,23,23,0,0,0,0,1
2023-08-29,589179428,20190000000000000003,900200000000000030,1,127.840,305.558,39067.500,2023-08-29 00:15:00.000,L2FT01-FTJ028,16.00,5.000,0.666012,16605,0.435592,0.055345,0,0,1,1.0200,坪山区,23,23,0,0,0,0,1
2023-08-29,589179428,20190000000000000003,900200000000000031,1,104.941,478.313,50194.667,2023-08-29 00:15:00.000,L2FT01-FTJ028,16.00,5.000,0.666012,16605,0.435592,0.055345,0,0,1,1.0200,坪山区,23,23,0,0,0,0,1
2023-08-29,589179428,20190000000000000003,900200000000000030,1,129.932,310.353,40320.667,2023-08-29 00:30:00.000,L2FT01-FTJ028,16.00,5.000,0.666012,16605,0.435592,0.055345,0,0,1,1.0200,坪山区,23,23,0,0,0,0,1
2023-08-29,589179428,20190000000000000003,900200000000000031,1,104.963,478.673,50240.667,2023-08-29 00:30:00.000,L2FT01-FTJ028,16.00,5.000,0.666012,16605,0.435592,0.055345,0,0,1,1.0200,坪山区,23,23,0,0,0,0,1
2023-08-29,589179428,20190000000000000003,900200000000000030,1,129.883,311.813,40495.333,2023-08-29 00:45:00.000,L2FT01-FTJ028,16.00,5.000,0.666012,16605,0.435592,0.055345,0,0,1,1.0200,坪山区,23,23,0,0,0,0,1
2023-08-29,589179428,20190000000000000003,900200000000000031,1,80.866,478.353,38684.667,2023-08-29 00:45:00.000,L2FT01-FTJ028,16.00,5.000,0.666012,16605,0.435592,0.055345,0,0,1,1.0200,坪山区,23,23,0,0,0,0,1
2023-08-29,589179428,20190000000000000003,900200000000000030,1,129.919,313.340,40706.000,2023-08-29 01:00:00.000,L2FT01-FTJ028,16.78,5.000,0.666012,16605,0.435592,0.055345,0,0,1,1.0200,坪山区,23,23,0,0,0,0,1
2023-08-29,589179428,20190000000000000003,900200000000000031,1,69.464,478.293,33224.667,2023-08-29 01:00:00.000,L2FT01-FTJ028,16.78,5.000,0.666012,16605,0.435592,0.055345,0,0,1,1.0200,坪山区,23,23,0,0,0,0,1
2023-08-29,589179428,20190000000000000003,900200000000000030,1,129.927,314.880,40908.000,2023-08-29 01:15:00.000,L2FT01-FTJ028,16.78,5.000,0.666012,16605,0.435592,0.055345,0,0,1,1.0200,坪山区,23,23,0,0,0,0,1
2023-08-29,589179428,20190000000000000003,900200000000000031,1,39.549,477.958,18902.500,2023-08-29 01:15:00.000,L2FT01-FTJ028,16.78,5.000,0.666012,16605,0.435592,0.055345,0,0,1,1.0200,坪山区,23,23,0,0,0,0,1
2023-08-29,589179428,20190000000000000003,900200000000000030,1,129.897,316.213,41072.667,2023-08-29 01:30:00.000,L2FT01-FTJ028,16.78,5.000,0.666012,16605,0.435592,0.055345,0,0,1,1.0200,坪山区,23,23,0,0,0,0,1
2023-08-29,589179428,20190000000000000003,900200000000000048,1,96.303,467.840,45554.000,2023-08-29 01:45:00.000,L2FT01-FTJ028,16.78,5.000,0.666012,16605,0.435592,0.055345,0,0,1,1.0200,坪山区,23,23,0,0,0,0,1
2023-08-29,589179428,20190000000000000003,900200000000000030,1,114.873,320.783,36815.000,2023-08-29 01:45:00.000,L2FT01-FTJ028,16.78,5.000,0.666012,16605,0.435592,0.055345,0,0,1,1.0200,坪山区,23,23,0,0,0,0,1
2023-08-29,589179428,20190000000000000003,900200000000000048,1,105.110,474.460,49868.000,2023-08-29 02:00:00.000,L2FT01-FTJ028,17.50,5.000,0.666012,16605,0.435592,0.055345,0,0,1,1.0200,坪山区,23,23,0,0,0,0,1
2023-08-29,589179428,20190000000000000003,900200000000000052,1,130.007,309.083,40178.333,2023-08-29 02:00:00.000,L2FT01-FTJ028,17.50,5.000,0.666012,16605,0.435592,0.055345,0,0,1,1.0200,坪山区,23,23,0,0,0,0,1
