date,operator_id,station_id,connector_id,connector_status,current_a,voltage_v,power_w,report_time,grid_id,temperature_c,rainfall_mm,district_nev_penetration_rate,district_ev_sales,district_bev_ratio,district_operating_ev_ratio,is_major_holiday,has_major_event,is_workday,grid_area_km2,district_name,grid_total_charging_facilities,grid_slow_charging_facilities,grid_fast_charging_facilities,grid_super_charging_facilities,grid_super_charging_stations,grid_public_fast_charging_stations,grid_public_slow_charging_stations
2022-01-08,589179428,20190000000000000003,900200000000000032,1,124.893,304.850,38933.333,2022-01-08 00:00:00.000,L2FT01-FTJ013,20.00,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.9000,罗湖区,21,21,0,0,0,0,1
2022-01-08,589179428,20190000000000000003,900200000000000032,1,149.850,311.947,46743.333,2022-01-08 00:15:00.000,L2FT01-FTJ013,20.00,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.9000,罗湖区,21,21,0,0,0,0,1
2022-01-08,589179428,20190000000000000003,900200000000000032,1,149.890,313.893,47047.333,2022-01-08 00:30:00.000,L2FT01-FTJ013,20.00,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.9000,罗湖区,21,21,0,0,0,0,1
2022-01-08,589179428,20190000000000000003,900200000000000032,1,149.993,315.420,47308.000,2022-01-08 00:45:00.000,L2FT01-FTJ013,20.00,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.9000,罗湖区,21,21,0,0,0,0,1
2022-01-08,589179428,20190000000000000003,900200000000000032,1,121.965,317.067,38688.000,2022-01-08 01:00:00.000,L2FT01-FTJ013,20.78,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.9000,罗湖区,21,21,0,0,0,0,1
2022-01-08,589179428,20190000000000000003,900200000000000032,1,49.843,323.200,16082.500,2022-01-08 01:15:00.000,L2FT01-FTJ013,20.78,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.9000,罗湖区,21,21,0,0,0,0,1
2022-01-08,589179428,20190000000000000003,900200000000000030,1,173.180,332.157,57518.571,2022-01-08 01:45:00.000,L2FT01-FTJ013,20.78,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.9000,罗湖区,21,21,0,0,0,0,1
2022-01-08,589179428,20190000000000000003,900200000000000030,1,142.389,338.960,48234.000,2022-01-08 02:00:00.000,L2FT01-FTJ013,21.50,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.9000,罗湖区,21,21,0,0,0,0,1
2022-01-08,589179428,20190000000000000003,900200000000000030,1,111.163,353.173,39228.000,2022-01-08 02:15:00.000,L2FT01-FTJ013,21.50,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.9000,罗湖区,21,21,0,0,0,0,1
2022-01-08,589179428,20190000000000000003,900200000000000030,1,68.350,364.453,24888.667,2022-01-08 02:30:00.000,L2FT01-FTJ013,21.50,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.9000,罗湖区,21,21,0,0,0,0,1
2022-01-08,589179428,20190000000000000003,900200000000000030,1,51.673,371.460,19192.667,2022-01-08 02:45:00.000,L2FT01-FTJ013,21.50,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.9000,罗湖区,21,21,0,0,0,0,1
2022-01-08,589179428,20190000000000000003,900200000000000030,1,34.828,376.091,13094.545,2022-01-08 03:00:00.000,L2FT01-FTJ013,22.12,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.9000,罗湖区,21,21,0,0,0,0,1
2022-01-08,589179428,20190000000000000003,900200000000000057,0,0.000,315.600,0.000,2022-01-08 03:15:00.000,L2FT01-FTJ013,22.12,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.9000,罗湖区,21,21,0,0,0,0,1
2022-01-08,589179428,20190000000000000003,900200000000000057,1,129.895,317.087,41185.333,2022-01-08 03:30:00.000,L2FT01-FTJ013,22.12,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.9000,罗湖区,21,21,0,0,0,0,1
2022-01-08,589179428,20190000000000000003,900200000000000057,1,69.890,325.500,22750.000,2022-01-08 03:45:00.000,L2FT01-FTJ013,22.12,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.9000,罗湖区,21,21,0,0,0,0,1
2022-01-08,589179428,20190000000000000003,900200000000000048,1,129.829,314.220,40790.000,2022-01-08 10:15:00.000,L2FT01-FTJ013,21.50,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.9000,罗湖区,21,21,0,0,0,0,1
2022-01-08,589179428,20190000000000000003,900200000000000048,1,103.716,320.254,33015.385,2022-01-08 10:30:00.000,L2FT01-FTJ013,21.50,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.9000,罗湖区,21,21,0,0,0,0,1
2022-01-08,589179428,20190000000000000003,900200000000000040,1,98.262,314.207,30832.143,2022-01-08 11:00:00.000,L2FT01-FTJ013,20.78,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.9000,罗湖区,21,21,0,0,0,0,1
2022-01-08,589179428,20190000000000000003,900200000000000042,1,90.148,341.675,31641.250,2022-01-08 11:00:00.000,L2FT01-FTJ013,20.78,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.9000,罗湖区,21,21,0,0,0,0,1
2022-01-08,589179428,20190000000000000003,900200000000000040,1,80.516,317.040,25420.000,2022-01-08 11:15:00.000,L2FT01-FTJ013,20.78,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.9000,罗湖区,21,21,0,0,0,0,1
2022-01-08,589179428,20190000000000000003,900200000000000042,1,96.149,361.780,34776.667,2022-01-08 11:15:00.000,L2FT01-FTJ013,20.78,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.9000,罗湖区,21,21,0,0,0,0,1
2022-01-08,589179428,20190000000000000003,900200000000000047,1,172.498,314.825,54500.000,2022-01-08 11:15:00.000,L2FT01-FTJ013,20.78,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.9000,罗湖区,21,21,0,0,0,0,1
2022-01-08,589179428,20190000000000000003,900200000000000042,1,85.941,373.627,32145.333,2022-01-08 11:30:00.000,L2FT01-FTJ013,20.78,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.9000,罗湖区,21,21,0,0,0,0,1
2022-01-08,589179428,20190000000000000003,900200000000000047,1,201.029,317.747,63872.667,2022-01-08 11:30:00.000,L2FT01-FTJ013,20.78,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.9000,罗湖区,21,21,0,0,0,0,1
