date,operator_id,station_id,connector_id,connector_status,current_a,voltage_v,power_w,report_time,grid_id,temperature_c,rainfall_mm,district_nev_penetration_rate,district_ev_sales,district_bev_ratio,district_operating_ev_ratio,is_major_holiday,has_major_event,is_workday,grid_area_km2,district_name,grid_total_charging_facilities,grid_slow_charging_facilities,grid_fast_charging_facilities,grid_super_charging_facilities,grid_super_charging_stations,grid_public_fast_charging_stations,grid_public_slow_charging_stations
2021-03-16,589179428,20190000000000000003,900200000000000057,1,54.370,395.373,21480.667,2021-03-16 00:00:00.000,L2FT01-FTJ005,26.93,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000057,1,21.403,396.700,8491.333,2021-03-16 00:15:00.000,L2FT01-FTJ005,26.93,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000040,1,133.176,307.880,41000.000,2021-03-16 00:30:00.000,L2FT01-FTJ005,26.93,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000057,1,13.102,396.688,5195.000,2021-03-16 00:30:00.000,L2FT01-FTJ005,26.93,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000040,1,132.842,310.133,41194.667,2021-03-16 00:45:00.000,L2FT01-FTJ005,26.93,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000040,1,132.978,310.887,41335.333,2021-03-16 01:00:00.000,L2FT01-FTJ005,27.70,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000040,1,133.026,312.647,41588.000,2021-03-16 01:15:00.000,L2FT01-FTJ005,27.70,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000040,1,132.971,313.900,41734.667,2021-03-16 01:30:00.000,L2FT01-FTJ005,27.70,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000040,1,133.000,314.793,41862.667,2021-03-16 01:45:00.000,L2FT01-FTJ005,27.70,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000040,1,133.000,316.920,42146.000,2021-03-16 02:00:00.000,L2FT01-FTJ005,28.43,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000040,1,58.432,329.520,19100.000,2021-03-16 02:15:00.000,L2FT01-FTJ005,28.43,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000048,1,127.249,313.854,39946.154,2021-03-16 03:00:00.000,L2FT01-FTJ005,29.05,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000048,1,91.894,321.411,29287.778,2021-03-16 03:15:00.000,L2FT01-FTJ005,29.05,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000058,1,63.000,394.100,24820.000,2021-03-16 07:15:00.000,L2FT01-FTJ005,29.83,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000047,1,67.842,322.467,21875.000,2021-03-16 07:15:00.000,L2FT01-FTJ005,29.83,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000047,1,67.830,327.420,22207.333,2021-03-16 07:30:00.000,L2FT01-FTJ005,29.83,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000058,1,56.123,401.880,22536.667,2021-03-16 07:30:00.000,L2FT01-FTJ005,29.83,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000047,1,67.890,334.547,22710.000,2021-03-16 07:45:00.000,L2FT01-FTJ005,29.83,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000058,1,18.845,376.450,7645.000,2021-03-16 07:45:00.000,L2FT01-FTJ005,29.83,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000047,1,67.890,340.500,23115.000,2021-03-16 08:00:00.000,L2FT01-FTJ005,29.53,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000050,1,102.996,356.450,36709.000,2021-03-16 10:30:00.000,L2FT01-FTJ005,28.43,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000050,1,103.090,369.293,38069.333,2021-03-16 10:45:00.000,L2FT01-FTJ005,28.43,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000050,1,64.537,381.360,24596.000,2021-03-16 11:00:00.000,L2FT01-FTJ005,27.70,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000050,1,25.680,383.530,9848.000,2021-03-16 11:15:00.000,L2FT01-FTJ005,27.70,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000049,1,51.074,392.840,19860.000,2021-03-16 11:30:00.000,L2FT01-FTJ005,27.70,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000048,1,150.060,314.310,47164.000,2021-03-16 11:45:00.000,L2FT01-FTJ005,27.70,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000049,1,41.500,394.167,16352.667,2021-03-16 11:45:00.000,L2FT01-FTJ005,27.70,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000049,1,41.500,401.786,16670.000,2021-03-16 12:00:00.000,L2FT01-FTJ005,26.93,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000048,1,134.475,319.338,42717.692,2021-03-16 12:00:00.000,L2FT01-FTJ005,26.93,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000057,1,179.393,318.093,56804.000,2021-03-16 13:00:00.000,L2FT01-FTJ005,26.15,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000048,1,29.120,341.750,10003.750,2021-03-16 13:15:00.000,L2FT01-FTJ005,26.15,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000057,1,165.771,317.818,52728.182,2021-03-16 13:15:00.000,L2FT01-FTJ005,26.15,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000043,1,76.153,329.871,25115.714,2021-03-16 13:30:00.000,L2FT01-FTJ005,26.15,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000048,1,71.210,352.087,25071.333,2021-03-16 13:30:00.000,L2FT01-FTJ005,26.15,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000043,1,75.879,338.733,25698.000,2021-03-16 13:45:00.000,L2FT01-FTJ005,26.15,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000048,1,71.190,361.400,25726.667,2021-03-16 13:45:00.000,L2FT01-FTJ005,26.15,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000043,1,75.891,351.427,26666.667,2021-03-16 14:00:00.000,L2FT01-FTJ005,25.43,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000048,1,71.190,369.780,26323.333,2021-03-16 14:00:00.000,L2FT01-FTJ005,25.43,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000043,1,36.356,358.680,13038.000,2021-03-16 14:15:00.000,L2FT01-FTJ005,25.43,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000048,1,63.877,376.688,24057.500,2021-03-16 14:15:00.000,L2FT01-FTJ005,25.43,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000043,1,59.945,342.650,22900.000,2021-03-16 15:45:00.000,L2FT01-FTJ005,24.81,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000043,1,119.824,385.853,46231.333,2021-03-16 16:00:00.000,L2FT01-FTJ005,24.33,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000043,1,85.545,392.733,33525.000,2021-03-16 16:15:00.000,L2FT01-FTJ005,24.33,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000032,1,129.897,313.167,40673.333,2021-03-16 16:30:00.000,L2FT01-FTJ005,24.33,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000044,1,77.790,364.000,28310.000,2021-03-16 16:30:00.000,L2FT01-FTJ005,24.33,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000032,1,129.934,314.720,40892.667,2021-03-16 16:45:00.000,L2FT01-FTJ005,24.33,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000044,1,67.457,367.860,24806.667,2021-03-16 16:45:00.000,L2FT01-FTJ005,24.33,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000032,1,92.653,321.900,29594.286,2021-03-16 17:00:00.000,L2FT01-FTJ005,24.03,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000044,1,60.417,376.953,22767.333,2021-03-16 17:00:00.000,L2FT01-FTJ005,24.03,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000044,1,56.637,388.273,21986.000,2021-03-16 17:15:00.000,L2FT01-FTJ005,24.03,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000044,1,55.323,399.100,22075.333,2021-03-16 17:30:00.000,L2FT01-FTJ005,24.03,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000038,1,130.018,309.825,40282.500,2021-03-16 17:45:00.000,L2FT01-FTJ005,24.03,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000044,1,46.246,407.022,18818.889,2021-03-16 17:45:00.000,L2FT01-FTJ005,24.03,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000038,1,129.812,310.960,40362.667,2021-03-16 18:00:00.000,L2FT01-FTJ005,23.93,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
2021-03-16,589179428,20190000000000000003,900200000000000038,1,129.890,315.107,40926.667,2021-03-16 18:15:00.000,L2FT01-FTJ005,23.93,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.7800,龙岗区,23,23,0,0,0,0,1
