date,operator_id,station_id,connector_id,connector_status,current_a,voltage_v,power_w,report_time,grid_id,temperature_c,rainfall_mm,district_nev_penetration_rate,district_ev_sales,district_bev_ratio,district_operating_ev_ratio,is_major_holiday,has_major_event,is_workday,grid_area_km2,district_name,grid_total_charging_facilities,grid_slow_charging_facilities,grid_fast_charging_facilities,grid_super_charging_facilities,grid_super_charging_stations,grid_public_fast_charging_stations,grid_public_slow_charging_stations
2021-04-22,589179428,20190000000000000003,900200000000000058,1,114.627,371.173,42544.545,2021-04-22 00:45:00.000,L2FT01-FTJ006,28.00,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,龙华区,23,23,0,0,0,0,1
2021-04-22,589179428,20190000000000000003,900200000000000058,1,95.917,387.700,37140.000,2021-04-22 01:00:00.000,L2FT01-FTJ006,28.78,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,龙华区,23,23,0,0,0,0,1
2021-04-22,589179428,20190000000000000003,900200000000000058,1,44.434,395.740,17581.333,2021-04-22 01:15:00.000,L2FT01-FTJ006,28.78,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,龙华区,23,23,0,0,0,0,1
2021-04-22,589179428,20190000000000000003,900200000000000058,1,44.458,404.562,17983.077,2021-04-22 01:30:00.000,L2FT01-FTJ006,28.78,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,龙华区,23,23,0,0,0,0,1
2021-04-22,589179428,20190000000000000003,900200000000000031,1,129.830,302.833,39313.333,2021-04-22 02:15:00.000,L2FT01-FTJ006,29.50,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,龙华区,23,23,0,0,0,0,1
2021-04-22,589179428,20190000000000000003,900200000000000031,1,129.877,308.047,40004.000,2021-04-22 02:30:00.000,L2FT01-FTJ006,29.50,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,龙华区,23,23,0,0,0,0,1
2021-04-22,589179428,20190000000000000003,900200000000000031,1,129.912,310.833,40378.000,2021-04-22 02:45:00.000,L2FT01-FTJ006,29.50,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,龙华区,23,23,0,0,0,0,1
2021-04-22,589179428,20190000000000000003,900200000000000031,1,129.963,311.747,40512.667,2021-04-22 03:00:00.000,L2FT01-FTJ006,30.12,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,龙华区,23,23,0,0,0,0,1
2021-04-22,589179428,20190000000000000003,900200000000000031,1,126.715,313.427,39714.667,2021-04-22 03:15:00.000,L2FT01-FTJ006,30.12,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,龙华区,23,23,0,0,0,0,1
2021-04-22,589179428,20190000000000000003,900200000000000048,1,116.885,309.230,36253.000,2021-04-22 03:15:00.000,L2FT01-FTJ006,30.12,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,龙华区,23,23,0,0,0,0,1
