date,operator_id,station_id,connector_id,connector_status,current_a,voltage_v,power_w,report_time,grid_id,temperature_c,rainfall_mm,district_nev_penetration_rate,district_ev_sales,district_bev_ratio,district_operating_ev_ratio,is_major_holiday,has_major_event,is_workday,grid_area_km2,district_name,grid_total_charging_facilities,grid_slow_charging_facilities,grid_fast_charging_facilities,grid_super_charging_facilities,grid_super_charging_stations,grid_public_fast_charging_stations,grid_public_slow_charging_stations
2023-07-24,589179428,20190000000000000003,900200000000000039,1,143.908,310.920,44740.000,2023-07-24 00:00:00.000,L2FT01-FTJ027,20.00,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,光明区,18,18,0,0,0,0,1
2023-07-24,589179428,20190000000000000003,900200000000000049,1,129.854,309.607,40199.286,2023-07-24 00:00:00.000,L2FT01-FTJ027,20.00,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,光明区,18,18,0,0,0,0,1
2023-07-24,589179428,20190000000000000003,900200000000000052,1,69.552,469.940,32684.667,2023-07-24 00:00:00.000,L2FT01-FTJ027,20.00,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,光明区,18,18,0,0,0,0,1
2023-07-24,589179428,20190000000000000003,900200000000000039,1,143.771,311.720,44811.333,2023-07-24 00:15:00.000,L2FT01-FTJ027,20.00,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,光明区,18,18,0,0,0,0,1
2023-07-24,589179428,20190000000000000003,900200000000000049,1,129.905,311.013,40398.667,2023-07-24 00:15:00.000,L2FT01-FTJ027,20.00,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,光明区,18,18,0,0,0,0,1
2023-07-24,589179428,20190000000000000003,900200000000000052,1,69.690,469.860,32744.000,2023-07-24 00:15:00.000,L2FT01-FTJ027,20.00,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,光明区,18,18,0,0,0,0,1
2023-07-24,589179428,20190000000000000003,900200000000000039,1,143.800,313.393,45061.333,2023-07-24 00:30:00.000,L2FT01-FTJ027,20.00,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,光明区,18,18,0,0,0,0,1
2023-07-24,589179428,20190000000000000003,900200000000000049,1,129.993,312.713,40645.333,2023-07-24 00:30:00.000,L2FT01-FTJ027,20.00,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,光明区,18,18,0,0,0,0,1
2023-07-24,589179428,20190000000000000003,900200000000000052,1,56.298,469.621,26440.000,2023-07-24 00:30:00.000,L2FT01-FTJ027,20.00,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,光明区,18,18,0,0,0,0,1
2023-07-24,589179428,20190000000000000003,900200000000000039,1,143.800,314.633,45239.333,2023-07-24 00:45:00.000,L2FT01-FTJ027,20.00,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,光明区,18,18,0,0,0,0,1
2023-07-24,589179428,20190000000000000003,900200000000000049,1,130.000,314.547,40886.667,2023-07-24 00:45:00.000,L2FT01-FTJ027,20.00,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,光明区,18,18,0,0,0,0,1
2023-07-24,589179428,20190000000000000003,900200000000000049,1,130.000,315.693,41035.333,2023-07-24 01:00:00.000,L2FT01-FTJ027,20.78,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,光明区,18,18,0,0,0,0,1
2023-07-24,589179428,20190000000000000003,900200000000000039,1,143.800,316.633,45527.333,2023-07-24 01:00:00.000,L2FT01-FTJ027,20.78,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,光明区,18,18,0,0,0,0,1
2023-07-24,589179428,20190000000000000003,900200000000000039,1,63.930,326.783,20751.667,2023-07-24 01:15:00.000,L2FT01-FTJ027,20.78,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,光明区,18,18,0,0,0,0,1
2023-07-24,589179428,20190000000000000003,900200000000000049,1,94.954,323.242,30455.833,2023-07-24 01:15:00.000,L2FT01-FTJ027,20.78,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,光明区,18,18,0,0,0,0,1
2023-07-24,589179428,20190000000000000003,900200000000000032,1,71.720,308.764,22142.857,2023-07-24 01:30:00.000,L2FT01-FTJ027,20.78,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,光明区,18,18,0,0,0,0,1
