date,operator_id,station_id,connector_id,connector_status,current_a,voltage_v,power_w,report_time,grid_id,temperature_c,rainfall_mm,district_nev_penetration_rate,district_ev_sales,district_bev_ratio,district_operating_ev_ratio,is_major_holiday,has_major_event,is_workday,grid_area_km2,district_name,grid_total_charging_facilities,grid_slow_charging_facilities,grid_fast_charging_facilities,grid_super_charging_facilities,grid_super_charging_stations,grid_public_fast_charging_stations,grid_public_slow_charging_stations
2020-11-25,589179428,20190000000000000003,900200000000000032,1,130.000,316.873,41189.333,2020-11-25 00:00:00.000,L2FT01-FTJ002,13.07,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,福田区,24,24,0,0,0,0,1
2020-11-25,589179428,20190000000000000003,900200000000000032,1,49.840,326.625,16262.500,2020-11-25 00:15:00.000,L2FT01-FTJ002,13.07,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,福田区,24,24,0,0,0,0,1
2020-11-25,589179428,20190000000000000003,900200000000000047,1,133.205,309.918,41280.000,2020-11-25 00:15:00.000,L2FT01-FTJ002,13.07,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,福田区,24,24,0,0,0,0,1
2020-11-25,589179428,20190000000000000003,900200000000000048,1,59.900,361.150,22720.000,2020-11-25 00:15:00.000,L2FT01-FTJ002,13.07,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,福田区,24,24,0,0,0,0,1
2020-11-25,589179428,20190000000000000003,900200000000000047,1,132.842,310.933,41301.333,2020-11-25 00:30:00.000,L2FT01-FTJ002,13.07,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,福田区,24,24,0,0,0,0,1
2020-11-25,589179428,20190000000000000003,900200000000000048,1,119.812,382.213,45788.000,2020-11-25 00:30:00.000,L2FT01-FTJ002,13.07,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,福田区,24,24,0,0,0,0,1
2020-11-25,589179428,20190000000000000003,900200000000000047,1,132.884,312.687,41550.000,2020-11-25 00:45:00.000,L2FT01-FTJ002,13.07,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,福田区,24,24,0,0,0,0,1
2020-11-25,589179428,20190000000000000003,900200000000000048,1,119.800,383.700,45962.500,2020-11-25 00:45:00.000,L2FT01-FTJ002,13.07,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,福田区,24,24,0,0,0,0,1
2020-11-25,589179428,20190000000000000003,900200000000000047,1,132.897,314.053,41736.000,2020-11-25 01:00:00.000,L2FT01-FTJ002,13.85,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,福田区,24,24,0,0,0,0,1
2020-11-25,589179428,20190000000000000003,900200000000000047,1,132.890,315.067,41868.000,2020-11-25 01:15:00.000,L2FT01-FTJ002,13.85,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,福田区,24,24,0,0,0,0,1
2020-11-25,589179428,20190000000000000003,900200000000000047,1,132.890,317.120,42139.333,2020-11-25 01:30:00.000,L2FT01-FTJ002,13.85,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,福田区,24,24,0,0,0,0,1
2020-11-25,589179428,20190000000000000003,900200000000000047,1,74.365,324.475,24080.000,2020-11-25 01:45:00.000,L2FT01-FTJ002,13.85,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,福田区,24,24,0,0,0,0,1
2020-11-25,589179428,20190000000000000003,900200000000000048,1,129.867,309.943,40250.000,2020-11-25 03:00:00.000,L2FT01-FTJ002,15.19,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,福田区,24,24,0,0,0,0,1
2020-11-25,589179428,20190000000000000003,900200000000000038,1,154.749,360.029,55735.714,2020-11-25 03:15:00.000,L2FT01-FTJ002,15.19,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,福田区,24,24,0,0,0,0,1
2020-11-25,589179428,20190000000000000003,900200000000000048,1,129.890,310.753,40362.000,2020-11-25 03:15:00.000,L2FT01-FTJ002,15.19,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,福田区,24,24,0,0,0,0,1
2020-11-25,589179428,20190000000000000003,900200000000000038,0,0.000,252.000,0.000,2020-11-25 03:30:00.000,L2FT01-FTJ002,15.19,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,福田区,24,24,0,0,0,0,1
2020-11-25,589179428,20190000000000000003,900200000000000048,1,129.884,312.800,40625.333,2020-11-25 03:30:00.000,L2FT01-FTJ002,15.19,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,福田区,24,24,0,0,0,0,1
2020-11-25,589179428,20190000000000000003,900200000000000048,1,129.890,314.267,40818.667,2020-11-25 03:45:00.000,L2FT01-FTJ002,15.19,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,福田区,24,24,0,0,0,0,1
